诗人,作品,问题,答案
王翰,凉州词二首·其二,诗题中的 “凉州词” 是什么类型的诗歌体例？,“凉州词” 是唐乐府名，属《近代曲辞》，是《凉州曲》的唱词，盛唐时极为流行，多用来描写西北边塞的战事、风光、将士情怀等题材，风格雄浑或苍凉，是边塞诗的经典体例之一。
王翰,凉州词二首·其二,从体裁和题材来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首七言绝句；从题材来看，这是一首边塞诗，也是一首抒写将士思乡之情的抒情诗。
王翰,凉州词二首·其二,这首诗的核心主旨是什么？,这首诗通过对比关内与塞外的自然环境，捕捉边塞苦寒的生活场景，以夜晚胡笳曲《折杨柳》为情感触发点，生动抒写了边关将士万里别家、多年不归的思乡之情，既反映了将士们的艰苦生活状况，也暗含着盛唐将士侠骨柔情的精神风貌。
王翰,凉州词二首·其二,“秦中花鸟已应阑，塞外风沙犹自寒” 两句运用了什么表现手法？有什么表达效果？,这两句运用了对比、情景交融的表现手法。将 “秦中”（关内）暮春 “花鸟已阑” 的暖春景象，与 “塞外”“风沙犹寒” 的酷寒场景形成强烈反差，既直观凸显了边塞环境的极端苦寒，又以关内的明媚春色反衬将士对故乡的思念，为后文 “忆长安” 的情感爆发做了充分铺垫，情景交融，感染力极强。
王翰,凉州词二首·其二,“夜听胡笳折杨柳” 一句中，“胡笳” 和 “折杨柳” 分别有什么深层含义？,“胡笳” 是西北边塞流行的管乐器，音色凄清悲凉，是古典诗词中触发乡愁、烘托边塞苍凉氛围的经典意象；“折杨柳” 既指古曲《折杨柳》，又暗含 “折柳送别” 的传统习俗 —— 古人常折柳赠别，“柳” 谐音 “留”，象征离别与思念，二者结合，让思乡之情的表达更具文化厚重感与感染力。
王翰,凉州词二首·其二,“教人意气忆长安” 一句中，“意气” 二字有什么妙处？,“意气” 二字精准捕捉了将士的复杂心境，既非单纯的悲戚，也非激烈的愤懑，而是一种深沉、浓烈且难以抑制的情感 —— 听闻《折杨柳》曲后，思乡之情油然而生，萦绕心头、挥之不去，既体现了将士对故乡长安的深切眷恋，又暗含着盛唐将士即便身处苦寒，仍不失豪迈的精神底色，让情感表达更显真挚深沉。
王翰,凉州词二首·其二,这首诗被明代王世贞推为 “唐代七绝的压卷之作”，其精妙之处体现在哪里？,精妙之处集中在三点：一是对比鲜明，关内与塞外的环境反差强烈，以暖春衬酷寒，以故乡美衬边塞苦，凸显思乡主题；二是意象典型，胡笳、《折杨柳》、长安等意象精准契合边塞思乡题材，文化内涵丰富，易引发共鸣；三是情感真挚且有格调，思乡之情直白却不浅露，苍凉悲壮却不低沉，以侠骨柔情展现盛唐气象，短短二十八字，情景声情融为一体，意蕴悠长。
王翰,凉州词二首·其二,这首诗的语言风格有什么突出特点？,全诗语言凝练自然、苍凉悲壮却不失雄浑，没有华丽辞藻的堆砌，以极简练的笔墨勾勒出鲜明的边塞图景与将士心境。前两句写景简洁传神，后两句抒情直抒胸臆，声与景、情与境完美融合，既符合盛唐边塞诗的雄浑风骨，又兼具抒情诗的细腻，刚柔并济，耐人寻味。
王翰,凉州词二首·其二,这首诗 “诗风苍凉悲壮，但并不低沉，仍是盛唐气象的回响”，这种 “盛唐气象” 具体体现在哪里？,这种气象并非指昂扬的报国豪情，而是体现在盛唐将士的精神底色：即便身处塞外苦寒之地、饱受思乡之苦，也没有沉沦于悲戚，而是以坦荡的心境直面境遇，思乡之情深沉却不哀怨，尽显 “侠骨柔情” 的豪迈气度。这种在艰苦环境中仍保持的精神张力，正是盛唐国力强盛背景下，将士们自信与从容的间接体现，因此虽苍凉却不低沉。
王翰,凉州词二首·其二,诗中的 “秦中”“长安” 分别指什么地方？有什么象征意义？,“秦中” 指关中地区（今陕西中部），是唐代政治、经济、文化的核心区域之一，象征着温暖、繁华的故乡；“长安” 是唐朝的都城（今陕西西安），不仅是地理上的故乡，更承载着将士们对家国、亲人的思念，是乡愁的核心寄托。
王翰,凉州词二首·其二,这首诗与王翰另一首《凉州词》（“葡萄美酒夜光杯”）相比，在情感与风格上有什么不同？,另一首《凉州词》以 “葡萄美酒夜光杯” 开篇，描绘将士豪放宴饮的场景，情感昂扬豪迈，风格雄浑壮阔，凸显盛唐将士的乐观与洒脱；而这首诗聚焦于边塞苦寒与思乡之情，情感深沉细腻，风格苍凉悲壮，以侠骨柔情见长。两首诗一刚一柔，一豪放一沉郁，共同展现了王翰边塞诗题材与风格的多元性。
祖咏,望蓟门,《望蓟门》中，开篇以倒装笔法起兴，写诗人登上燕台眺望边塞，被军威震撼的句子是：__________,燕台一望客心惊，笳鼓喧喧汉将营
祖咏,望蓟门,诗中以壮阔雪景勾勒边塞寒意，以曙光旌旗凸显军容严整的句子是：__________,万里寒光生积雪，三边曙色动危旌
祖咏,望蓟门,诗中描写战场烽火与胡地月色相连，海畔云山拱卫蓟城，展现边塞雄浑地势的句子是：__________,沙场烽火连胡月，海畔云山拥蓟城
祖咏,望蓟门,诗中运用典故，直抒胸臆，表达诗人渴望投笔从戎、建功报国壮志的千古名句是：__________,少小虽非投笔吏，论功还欲请长缨
祖咏,望蓟门,诗中以 “喧喧” 二字渲染军营热闹氛围，暗写军威赫然的句子是：__________,笳鼓喧喧汉将营
祖咏,望蓟门,诗中以 “动” 字赋予旌旗生命力，凸显边塞曙光中军队昂扬气势的句子是：__________,三边曙色动危旌
祖咏,望蓟门,诗中以 “拥” 字形象展现云山拱卫蓟城的稳固态势，凸显蓟城战略地位的句子是：__________,海畔云山拥蓟城
祖咏,望蓟门,诗中完整展现 “登台眺望 — 所见壮景 — 抒怀言志” 脉络，奠定全诗雄浑基调的核心句是：__________,燕台一望客心惊，笳鼓喧喧汉将营。万里寒光生积雪，三边曙色动危旌
祖咏,望蓟门,《望蓟门》的作者和所属朝代是什么？作者有哪些创作相关的经历？,作者是唐代诗人祖咏（699～746 年），洛阳（今河南洛阳）人，少有文名，与王维友善，擅长诗歌创作。开元十二年（724 年）进士及第，但长期未授官，后入仕又遭迁谪，仕途落拓，最终归隐汝水一带，《全唐诗》存其诗文 39 篇。
祖咏,望蓟门,这首诗的创作背景是什么？,这首诗作于唐玄宗开元二年至开元二十二年（714—734 年）之间，当时祖咏游宦于范阳（今北京西南一带）。唐代范阳道以幽州为中心，是东北边防重镇，主要防御契丹等部族，期间朝廷多次出兵御敌（如薛讷领兵、张守珪斩契丹王），边塞军事氛围浓厚，诗人目睹边地壮景与军威，有感而发创作此诗。
祖咏,望蓟门,诗题中的 “蓟门” 具体指什么地方？有什么重要地位？,“蓟门” 指蓟门城（今北京大兴附近），是唐代范阳道的军事要冲，地处东北边防前线，南侧临渤海、北靠燕山山脉，带山襟海，是拱卫大唐边疆的重镇，战略地位极其重要。
祖咏,望蓟门,从体裁和题材来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首七言律诗，格律工整，对仗精工；从题材来看，这是一首边塞诗，也是一首抒怀言志诗，是盛唐边塞诗的经典代表作。
祖咏,望蓟门,这首诗的核心主旨是什么？,这首诗紧扣 “望” 字，通过描写诗人登台所见的边塞壮景（军营笳鼓、万里积雪、烽火胡月、云山蓟城），抒发了对国家边事的关切，以及渴望投笔从戎、平定边患、建功立业的壮志豪情，体现了盛唐诗人昂扬向上的时代精神。
祖咏,望蓟门,“燕台一望客心惊” 一句中，“燕台” 和 “惊” 字分别有什么含义与妙处？,“燕台” 原为战国时燕昭王所筑的黄金台，象征求贤若渴、建功立业的典故，此处代指燕地（平卢、范阳一带），既增添诗歌历史厚重感，又暗合报国之志；“惊” 字是全诗诗眼，并非恐惧之意，而是被边塞的雄浑气势、严整军容所震撼，既写出诗人初到边地的强烈感受，又为后文的壮景描写与壮志抒发做了铺垫。
祖咏,望蓟门,“万里寒光生积雪，三边曙色动危旌” 两句运用了什么表现手法？有什么表达效果？,这两句运用了对仗、动静结合的表现手法。“万里” 对 “三边”、“寒光” 对 “曙色”、“生积雪” 对 “动危旌”，对仗精工，意境阔大；“万里寒光” 是静态描写，勾勒边塞的酷寒与辽阔，“动危旌” 是动态描写，展现曙光中旌旗飘动的军容，一静一动，既凸显了边塞的雄浑肃穆，又暗写军队的昂扬气势，画面感极强。
祖咏,望蓟门,“沙场烽火连胡月，海畔云山拥蓟城” 两句被赞 “意象雄伟阔大”，其精妙之处体现在哪里？,这两句的精妙核心在于虚实结合、攻防相映：一是虚实相生，“沙场烽火” 是实写军事动态，“连胡月” 拓展空间意境，虚实交织勾勒出战争一触即发的紧张氛围；二是攻防对照，“烽火连胡月” 暗写边患未平的 “攻” 势，“云山拥蓟城” 明写蓟城依山傍海的 “守” 势，既展现了边塞的地理形胜，又凸显了大唐边防的稳固，意境雄浑壮阔。
祖咏,望蓟门,诗的结尾 “少小虽非投笔吏，论功还欲请长缨” 运用了哪些典故？有什么深层含义？,这两句运用了两个汉代典故：一是 “投笔吏”，指班超早年为官府抄书，后投笔从戎平定西域的故事；二是 “请长缨”，指终军向汉武帝请求赐长绳，立志捆绑南越王归汉的故事。深层含义是：诗人虽早年未像班超那样毅然从戎，但目睹边地军威与壮景后，壮志勃发，渴望效仿终军，主动请缨出征，为国家平定边患、建立奇功，直白抒发了建功立业的豪情，是全诗情感的高潮与升华。
祖咏,望蓟门,这首诗被评价为 “体现了盛唐诗人的昂扬情调”，这种 “昂扬情调” 具体体现在哪里？,这种情调集中体现在三方面：一是意境雄浑，全诗描绘的边塞景象（万里积雪、烽火胡月、云山蓟城）阔大壮阔，无半分苦寒悲凉，尽显盛唐气象；二是情感昂扬，诗人从 “心惊” 到 “欲请长缨”，情感从震撼转为豪迈，没有悲戚哀怨，只有报国壮志；三是精神向上，体现了盛唐时期文人渴望投身国事、建功立业的时代追求，彰显了自信进取的精神底色。
祖咏,望蓟门,这首诗的结构安排有什么突出特点？,全诗结构严谨，层层递进，脉络清晰：首联以 “望” 起笔，写登台所见所闻（燕台、笳鼓军营），点出 “惊” 的感受；颔联与颈联聚焦 “望” 中所见，分别描写雪光、曙旗、烽火、云山等壮景，层层渲染雄浑氛围；尾联由 “望” 生情，抒发 “请长缨” 的壮志，收束全篇。从景到情，从观察到抒怀，过渡自然，一气呵成，体现了 “潜气内转” 的盛唐诗歌绝技。
